INDIVID_ID,DATE,SPECIES,LIFE_STAGE,REEF,SITE,ZONING,FL,TL,LAT,LONG,YEAR,PlateID,Plate,Well
P.ad_5345,2021-04-06,P. maculatus,Adult,Halfway Is Blue,H3,Blue,NA,350,-23.201,150.966,2021,PmAd04_F12,PmAd04,F12
P.ad_5346,2021-04-06,P. maculatus,Adult,Halfway Is Blue,H3,Blue,NA,600,-23.201,150.966,2021,PmAd04_G01,PmAd04,G01
P.ad_5347,2021-04-06,P. maculatus,Adult,Halfway Is Blue,H3,Blue,NA,350,-23.201,150.966,2021,PmAd04_G02,PmAd04,G02
P.ad_5348,2021-04-07,P. maculatus,Adult,Halfway Is Blue,H3,Blue,NA,300,-23.201,150.966,2021,PmAd04_G03,PmAd04,G03
P.ad_5349,2021-04-07,P. maculatus,Adult,Halfway Is Blue,H3,Blue,NA,390,-23.201,150.966,2021,PmAd04_G04,PmAd04,G04
P.ad_5350,2021-04-07,P. maculatus,Adult,Halfway Is Blue,H3,Blue,NA,420,-23.201,150.966,2021,PmAd04_G05,PmAd04,G05
P.ad_5351,2021-04-07,P. maculatus,Adult,Halfway Is Blue,H3,Blue,NA,360,-23.201,150.966,2021,PmAd08_F10,PmAd08,F10
P.ad_5352,2021-04-07,P. maculatus,Adult,Halfway Is Blue,H3,Blue,NA,280,-23.201,150.966,2021,PmAd04_G06,PmAd04,G06
P.ad_5353,2021-04-07,P. maculatus,Adult,Halfway Is Blue,H3,Blue,NA,420,-23.201,150.966,2021,PmAd04_G07,PmAd04,G07
P.ad_5354,2021-04-07,P. maculatus,Adult,Halfway Is Blue,H3,Blue,NA,NA,-23.201,150.966,2021,PmAd04_G08,PmAd04,G08
P.ad_5355,2021-04-07,P. maculatus,Adult,Halfway Is Blue,H3,Blue,NA,NA,-23.201,150.966,2021,PmAd08_F11,PmAd08,F11
P.ad_5356,2021-04-07,P. maculatus,Adult,Halfway Is Blue,H3,Blue,NA,NA,-23.201,150.966,2021,PmAd04_G09,PmAd04,G09
P.ad_5357,2021-04-07,P. maculatus,Adult,Clam Bay,GK6,Green,NA,500,-23.188,150.979,2021,PmAd04_G10,PmAd04,G10
P.ad_5358,2021-04-07,P. maculatus,Adult,Clam Bay,GK6,Green,NA,600,-23.188,150.979,2021,PmAd08_F12,PmAd08,F12
P.ad_5359,2021-04-07,P. maculatus,Adult,Clam Bay,GK6,Green,NA,450,-23.188,150.979,2021,PmAd08_G01,PmAd08,G01
P.ad_5360,2021-04-07,P. maculatus,Adult,Clam Bay,GK6,Green,NA,350,-23.188,150.979,2021,PmAd04_G11,PmAd04,G11
P.ad_5361,2021-04-07,P. maculatus,Adult,Clam Bay,GK6,Green,NA,650,-23.188,150.979,2021,PmAd04_G12,PmAd04,G12
P.ad_5362,2021-04-07,P. maculatus,Adult,Clam Bay,GK6,Green,NA,600,-23.188,150.979,2021,PmAd04_H01,PmAd04,H01
P.ad_5363,2021-04-07,P. maculatus,Adult,Clam Bay,GK6,Green,NA,420,-23.188,150.979,2021,PmAd04_H02,PmAd04,H02
P.ad_5364,2021-04-07,P. maculatus,Adult,Clam Bay,GK6,Green,NA,630,-23.188,150.979,2021,PmAd08_G02,PmAd08,G02
P.ad_5365,2021-04-07,P. maculatus,Adult,Clam Bay,GK6,Green,NA,400,-23.188,150.979,2021,PmAd04_H03,PmAd04,H03
P.ad_5366,2021-04-07,P. maculatus,Adult,Clam Bay,GK6,Green,NA,530,-23.188,150.979,2021,PmAd04_H04,PmAd04,H04
P.ad_5367,2021-04-07,P. maculatus,Adult,Clam Bay,GK6,Green,NA,380,-23.188,150.979,2021,PmAd04_H05,PmAd04,H05
P.ad_5368,2021-04-07,P. maculatus,Adult,Clam Bay,GK6,Green,NA,420,-23.188,150.979,2021,PmAd04_H06,PmAd04,H06
P.ad_5369,2021-04-07,P. maculatus,Adult,Clam Bay,GK6,Green,NA,380,-23.188,150.979,2021,PmAd04_H07,PmAd04,H07
P.ad_5370,2021-04-07,P. maculatus,Adult,Clam Bay,GK6,Green,NA,460,-23.188,150.979,2021,PmAd04_H08,PmAd04,H08
P.ad_5371,2021-04-07,P. maculatus,Adult,Clam Bay,GK6,Green,NA,550,-23.188,150.979,2021,PmAd08_G03,PmAd08,G03
P.ad_5372,2021-04-07,P. maculatus,Adult,Clam Bay,GK6,Green,NA,550,-23.188,150.979,2021,PmAd04_H09,PmAd04,H09
P.ad_5373,2021-04-07,P. maculatus,Adult,Clam Bay,GK6,Green,NA,750,-23.188,150.979,2021,PmAd04_H10,PmAd04,H10
P.ad_5374,2021-04-07,P. maculatus,Adult,Clam Bay,GK6,Green,NA,700,-23.188,150.979,2021,PmAd08_G04,PmAd08,G04
P.ad_5375,2021-04-07,P. maculatus,Adult,Clam Bay,GK6,Green,NA,650,-23.188,150.979,2021,PmAd04_H11,PmAd04,H11
P.ad_5376,2021-04-07,P. maculatus,Adult,Clam Bay,GK6,Green,NA,600,-23.188,150.979,2021,PmAd05_A01,PmAd05,A01
P.ad_5377,2021-04-07,P. maculatus,Adult,Clam Bay,GK6,Green,NA,370,-23.188,150.979,2021,PmAd08_G05,PmAd08,G05
P.ad_5378,2021-04-07,P. maculatus,Adult,Clam Bay,GK6,Green,NA,800,-23.188,150.979,2021,PmAd08_G06,PmAd08,G06
P.ad_5379,2021-04-07,P. maculatus,Adult,Clam Bay,GK6,Green,NA,390,-23.188,150.979,2021,PmAd05_A02,PmAd05,A02
P.ad_5380,2021-04-07,P. maculatus,Adult,Clam Bay,GK6,Green,NA,490,-23.188,150.979,2021,PmAd08_G07,PmAd08,G07
P.ad_5381,2021-04-07,P. maculatus,Adult,Clam Bay,GK6,Green,NA,600,-23.188,150.979,2021,PmAd05_A03,PmAd05,A03
P.ad_5382,2021-04-07,P. maculatus,Adult,Clam Bay,GK6,Green,NA,620,-23.188,150.979,2021,PmAd11_B06,PmAd11,B06
P.ad_5383,2021-04-07,P. maculatus,Adult,Halfway Is Blue,H3,Blue,NA,350,-23.201,150.966,2021,PmAd05_A04,PmAd05,A04
P.ad_5384,2021-04-07,P. maculatus,Adult,Halfway Is Blue,H3,Blue,NA,350,-23.201,150.966,2021,PmAd05_A05,PmAd05,A05
P.ad_5385,2021-04-07,P. maculatus,Adult,Clam Bay,GK6,Green,NA,400,-23.188,150.979,2021,PmAd05_A06,PmAd05,A06
P.ad_5386,2021-04-07,P. maculatus,Adult,Humpy Island,HU1,Yellow,302,315,-23.215,150.969,2021,PmAd11_B07,PmAd11,B07
P.ad_5387,2021-04-07,P. maculatus,Adult,Clam Bay,GK5,Green,314,327,-23.188,150.979,2021,PmAd11_B08,PmAd11,B08
P.ad_5388,2021-04-07,P. maculatus,Adult,Clam Bay,GK5,Green,282,296,-23.188,150.979,2021,PmAd11_B09,PmAd11,B09
P.ad_5389,2021-04-07,P. maculatus,Adult,Clam Bay,GK5,Green,308,321,-23.188,150.979,2021,PmAd11_B10,PmAd11,B10
P.ad_5390,2021-04-07,P. maculatus,Adult,Clam Bay,GK5,Green,384,409,-23.188,150.979,2021,PmAd11_B11,PmAd11,B11
P.ad_5391,2021-04-08,P. maculatus,Adult,Clam Bay,GK5,Green,NA,360,-23.188,150.979,2021,PmAd08_G08,PmAd08,G08
P.ad_5392,2021-04-08,P. maculatus,Adult,Clam Bay,GK5,Green,NA,630,-23.188,150.979,2021,PmAd05_A07,PmAd05,A07
P.ad_5393,2021-04-08,P. maculatus,Adult,Clam Bay,GK5,Green,NA,390,-23.188,150.979,2021,PmAd05_A08,PmAd05,A08
P.ad_5394,2021-04-08,P. maculatus,Adult,Clam Bay,GK5,Green,NA,450,-23.188,150.979,2021,PmAd05_A09,PmAd05,A09
P.ad_5395,2021-04-08,P. maculatus,Adult,Clam Bay,GK5,Green,NA,390,-23.188,150.979,2021,PmAd05_A10,PmAd05,A10
P.ad_5396,2021-04-08,P. maculatus,Adult,Clam Bay,GK5,Green,NA,510,-23.188,150.979,2021,PmAd05_A11,PmAd05,A11
P.ad_5397,2021-04-08,P. maculatus,Adult,Clam Bay,GK6,Green,NA,650,-23.188,150.979,2021,PmAd05_A12,PmAd05,A12
P.ad_5398,2021-04-08,P. maculatus,Adult,Clam Bay,GK6,Green,NA,400,-23.188,150.979,2021,PmAd08_G09,PmAd08,G09
P.ad_5399,2021-04-08,P. maculatus,Adult,Clam Bay,GK6,Green,NA,530,-23.188,150.979,2021,PmAd05_B01,PmAd05,B01
P.ad_5400,2021-04-08,P. maculatus,Adult,Clam Bay,GK6,Green,NA,500,-23.188,150.979,2021,PmAd05_B02,PmAd05,B02
P.ad_5401,2021-04-08,P. maculatus,Adult,Clam Bay,GK6,Green,NA,460,-23.188,150.979,2021,PmAd05_B03,PmAd05,B03
P.ad_5402,2021-04-08,P. maculatus,Adult,Clam Bay,GK6,Green,NA,730,-23.188,150.979,2021,PmAd05_B04,PmAd05,B04
P.ad_5403,2021-04-08,P. maculatus,Adult,Clam Bay,GK6,Green,NA,420,-23.188,150.979,2021,PmAd05_B05,PmAd05,B05
P.ad_5404,2021-04-08,P. maculatus,Adult,Clam Bay,GK6,Green,NA,700,-23.188,150.979,2021,PmAd05_B06,PmAd05,B06
P.ad_5405,2021-04-08,P. maculatus,Adult,Clam Bay,GK6,Green,NA,360,-23.188,150.979,2021,PmAd05_B07,PmAd05,B07
P.ad_5406,2021-04-08,P. maculatus,Adult,Clam Bay,GK5,Green,NA,300,-23.188,150.979,2021,PmAd05_B08,PmAd05,B08
P.ad_5407,2021-04-08,P. maculatus,Adult,Clam Bay,GK5,Green,NA,430,-23.188,150.979,2021,PmAd05_B09,PmAd05,B09
P.ad_5408,2021-04-08,P. maculatus,Adult,Clam Bay,GK5,Green,NA,400,-23.188,150.979,2021,PmAd05_B10,PmAd05,B10
P.ad_5409,2021-04-08,P. maculatus,Adult,Clam Bay,GK5,Green,NA,450,-23.188,150.979,2021,PmAd08_G10,PmAd08,G10
P.ad_5410,2021-04-08,P. maculatus,Adult,Clam Bay,GK5,Green,NA,450,-23.188,150.979,2021,PmAd11_B12,PmAd11,B12
P.ad_5411,2021-04-08,P. maculatus,Adult,Clam Bay,GK5,Green,NA,320,-23.188,150.979,2021,PmAd08_G11,PmAd08,G11
P.ad_5412,2021-04-08,P. maculatus,Adult,Clam Bay,GK5,Green,NA,340,-23.188,150.979,2021,PmAd08_G12,PmAd08,G12
P.ad_5413,2021-04-08,P. maculatus,Adult,Clam Bay,GK5,Green,NA,300,-23.188,150.979,2021,PmAd05_B11,PmAd05,B11
P.ad_5414,2021-04-08,P. maculatus,Adult,Clam Bay,GK5,Green,NA,400,-23.188,150.979,2021,PmAd08_H01,PmAd08,H01
P.ad_5415,2021-04-08,P. maculatus,Adult,Clam Bay,GK5,Green,NA,580,-23.188,150.979,2021,PmAd05_B12,PmAd05,B12
P.ad_5416,2021-04-08,P. maculatus,Adult,Clam Bay,GK5,Green,NA,420,-23.188,150.979,2021,PmAd05_C01,PmAd05,C01
P.ad_5417,2021-04-08,P. maculatus,Adult,Clam Bay,GK6,Green,NA,420,-23.188,150.979,2021,PmAd05_C02,PmAd05,C02
P.ad_5418,2021-04-08,P. maculatus,Adult,Clam Bay,GK6,Green,NA,650,-23.188,150.979,2021,PmAd05_C03,PmAd05,C03
P.ad_5419,2021-04-08,P. maculatus,Adult,Clam Bay,GK6,Green,NA,530,-23.188,150.979,2021,PmAd08_H02,PmAd08,H02
P.ad_5420,2021-04-08,P. maculatus,Adult,Clam Bay,GK6,Green,NA,410,-23.188,150.979,2021,PmAd05_C04,PmAd05,C04
P.ad_5421,2021-04-08,P. maculatus,Adult,Clam Bay,GK5,Green,NA,550,-23.188,150.979,2021,PmAd08_H03,PmAd08,H03
P.ad_5422,2021-04-08,P. maculatus,Adult,Clam Bay,GK5,Green,295,310,-23.188,150.979,2021,PmAd11_C01,PmAd11,C01
P.ad_5423,2021-04-08,P. maculatus,Adult,Clam Bay,CBL,Green,NA,600,-23.188,150.979,2021,PmAd08_H04,PmAd08,H04
P.ad_5424,2021-04-08,P. maculatus,Adult,Clam Bay,CBL,Green,NA,390,-23.188,150.979,2021,PmAd11_C02,PmAd11,C02
P.ad_5425,2021-04-08,P. maculatus,Adult,Clam Bay,CBL,Green,NA,500,-23.188,150.979,2021,PmAd05_C05,PmAd05,C05
P.ad_5426,2021-04-08,P. maculatus,Adult,Clam Bay,CBL,Green,NA,350,-23.188,150.979,2021,PmAd05_C06,PmAd05,C06
P.ad_5427,2021-04-08,P. maculatus,Adult,Clam Bay,CBL,Green,NA,450,-23.188,150.979,2021,PmAd05_C07,PmAd05,C07
P.ad_5428,2021-04-08,P. maculatus,Adult,Clam Bay,CBL,Green,NA,900,-23.188,150.979,2021,PmAd05_C08,PmAd05,C08
P.ad_5429,2021-04-08,P. maculatus,Adult,Clam Bay,CBL,Green,NA,270,-23.188,150.979,2021,PmAd08_H05,PmAd08,H05
P.ad_5430,2021-04-08,P. maculatus,Adult,Clam Bay,CBL,Green,NA,310,-23.188,150.979,2021,PmAd05_C09,PmAd05,C09
P.ad_5431,2021-04-08,P. maculatus,Adult,Clam Bay,CBL,Green,NA,650,-23.188,150.979,2021,PmAd08_H06,PmAd08,H06
P.ad_5432,2021-04-08,P. maculatus,Adult,Clam Bay,CBL,Green,NA,430,-23.188,150.979,2021,PmAd05_C10,PmAd05,C10
P.ad_5433,2021-04-08,P. maculatus,Adult,Clam Bay,CBL,Green,NA,370,-23.188,150.979,2021,PmAd05_C11,PmAd05,C11
P.ad_5434,2021-04-08,P. maculatus,Adult,Clam Bay,CBL,Green,NA,340,-23.188,150.979,2021,PmAd08_H07,PmAd08,H07
P.ad_5435,2021-04-08,P. maculatus,Adult,Clam Bay,CBL,Green,NA,550,-23.188,150.979,2021,PmAd11_C03,PmAd11,C03
P.ad_5436,2021-04-08,P. maculatus,Adult,Clam Bay,CBL,Green,NA,750,-23.188,150.979,2021,PmAd05_C12,PmAd05,C12
P.ad_5437,2021-04-08,P. maculatus,Adult,Clam Bay,CBL,Green,NA,650,-23.188,150.979,2021,PmAd05_D01,PmAd05,D01
P.ad_5438,2021-04-08,P. maculatus,Adult,Clam Bay,CBL,Green,NA,330,-23.188,150.979,2021,PmAd05_D02,PmAd05,D02
P.ad_5439,2021-04-08,P. maculatus,Adult,Wreck Bay,WBN,Blue,NA,600,-23.176,150.987,2021,PmAd05_D03,PmAd05,D03
P.ad_5440,2021-04-08,P. maculatus,Adult,Wreck Bay,WBN,Blue,NA,610,-23.176,150.987,2021,PmAd05_D04,PmAd05,D04
P.ad_5441,2021-04-08,P. maculatus,Adult,Wreck Bay,WBN,Blue,NA,560,-23.176,150.987,2021,PmAd05_D05,PmAd05,D05
P.ad_5442,2021-04-08,P. maculatus,Adult,Wreck Bay,WBN,Blue,NA,440,-23.176,150.987,2021,PmAd05_D06,PmAd05,D06
P.ad_5443,2021-04-08,P. maculatus,Adult,Wreck Bay,WBN,Blue,NA,570,-23.176,150.987,2021,PmAd05_D07,PmAd05,D07
P.ad_5444,2021-04-08,P. maculatus,Adult,Wreck Bay,WBN,Blue,NA,630,-23.176,150.987,2021,PmAd08_H08,PmAd08,H08
P.ad_5445,2021-04-08,P. maculatus,Adult,Wreck Bay,WBN,Blue,NA,450,-23.176,150.987,2021,PmAd08_H09,PmAd08,H09
P.ad_5446,2021-04-08,P. maculatus,Adult,Wreck Bay,WBN,Blue,NA,480,-23.176,150.987,2021,PmAd05_D08,PmAd05,D08
P.ad_5447,2021-04-08,P. maculatus,Adult,Wreck Bay,WBN,Blue,NA,380,-23.176,150.987,2021,PmAd05_D09,PmAd05,D09
P.ad_5448,2021-04-08,P. maculatus,Adult,Wreck Bay,WBN,Blue,NA,410,-23.176,150.987,2021,PmAd08_H10,PmAd08,H10
P.ad_5449,2021-04-08,P. maculatus,Adult,Clam Bay,GK5,Green,NA,NA,-23.188,150.979,2021,PmAd05_D10,PmAd05,D10
P.ad_5450,2021-04-09,P. maculatus,Adult,Halfway Is Green,H1,Green,NA,450,-23.199,150.973,2021,PmAd08_H11,PmAd08,H11
P.ad_5451,2021-04-09,P. maculatus,Adult,Halfway Is Green,H1,Green,NA,720,-23.199,150.973,2021,PmAd05_D11,PmAd05,D11
P.ad_5452,2021-04-09,P. maculatus,Adult,Halfway Is Green,H1,Green,NA,420,-23.199,150.973,2021,PmAd09_A01,PmAd09,A01
P.ad_5453,2021-04-09,P. maculatus,Adult,Halfway Is Green,H1,Green,NA,600,-23.199,150.973,2021,PmAd09_A02,PmAd09,A02
P.ad_5454,2021-04-09,P. maculatus,Adult,Halfway Is Green,H1,Green,NA,650,-23.199,150.973,2021,PmAd05_D12,PmAd05,D12
P.ad_5455,2021-04-09,P. maculatus,Adult,Halfway Is Blue,H3,Blue,NA,470,-23.201,150.966,2021,PmAd05_E01,PmAd05,E01
P.ad_5456,2021-04-09,P. maculatus,Adult,Halfway Is Blue,H3,Blue,NA,480,-23.201,150.966,2021,PmAd05_E02,PmAd05,E02
P.ad_5457,2021-04-09,P. maculatus,Adult,Halfway Is Blue,H3,Blue,NA,290,-23.201,150.966,2021,PmAd05_E03,PmAd05,E03
P.ad_5458,2021-04-09,P. maculatus,Adult,Halfway Is Green,H1,Green,NA,370,-23.199,150.973,2021,PmAd09_A03,PmAd09,A03
P.ad_5459,2021-04-09,P. maculatus,Adult,Halfway Is Green,H1,Green,NA,490,-23.199,150.973,2021,PmAd05_E04,PmAd05,E04
P.ad_5460,2021-04-09,P. maculatus,Adult,Halfway Is Green,H1,Green,NA,360,-23.199,150.973,2021,PmAd05_E06,PmAd05,E06
P.ad_5461,2021-04-09,P. maculatus,Adult,Halfway Is Green,H1,Green,NA,400,-23.199,150.973,2021,PmAd11_G02,PmAd11,G02
P.ad_5462,2021-04-09,P. maculatus,Adult,Halfway Is Green,H1,Green,NA,610,-23.199,150.973,2021,PmAd09_A04,PmAd09,A04
P.ad_5463,2021-04-09,P. maculatus,Adult,Halfway Is Green,H1,Green,NA,460,-23.199,150.973,2021,PmAd05_E08,PmAd05,E08
P.ad_5464,2021-04-09,P. maculatus,Adult,Halfway Is Green,H1,Green,NA,480,-23.199,150.973,2021,PmAd05_E09,PmAd05,E09
P.ad_5465,2021-04-09,P. maculatus,Adult,Halfway Is Green,H1,Green,NA,600,-23.199,150.973,2021,PmAd09_A05,PmAd09,A05
P.ad_5466,2021-04-09,P. maculatus,Adult,Halfway Is Blue,H3,Blue,NA,360,-23.201,150.966,2021,PmAd05_E10,PmAd05,E10
P.ad_5467,2021-04-09,P. maculatus,Adult,Clam Bay,CBL,Green,310,320,-23.188,150.979,2021,PmAd11_C04,PmAd11,C04
P.ad_5468,2021-04-09,P. maculatus,Adult,Clam Bay,CBL,Green,NA,650,-23.188,150.979,2021,PmAd05_E11,PmAd05,E11
P.ad_5469,2021-04-09,P. maculatus,Adult,Clam Bay,CBL,Green,NA,250,-23.188,150.979,2021,PmAd09_A06,PmAd09,A06
P.ad_5470,2021-04-09,P. maculatus,Adult,Clam Bay,CBL,Green,NA,250,-23.188,150.979,2021,PmAd09_A07,PmAd09,A07
P.ad_5471,2021-04-09,P. maculatus,Adult,Clam Bay,CBL,Green,NA,520,-23.188,150.979,2021,PmAd05_E12,PmAd05,E12
P.ad_5472,2021-04-09,P. maculatus,Adult,Clam Bay,CBL,Green,NA,650,-23.188,150.979,2021,PmAd05_F01,PmAd05,F01
P.ad_5473,2021-04-09,P. maculatus,Adult,Clam Bay,CBL,Green,NA,370,-23.188,150.979,2021,PmAd05_F02,PmAd05,F02
P.ad_5474,2021-04-09,P. maculatus,Adult,Middle Island,M3,Green,NA,450,-23.168,150.922,2021,PmAd05_F03,PmAd05,F03
P.ad_5475,2021-04-09,P. maculatus,Adult,Middle Island,M3,Green,NA,400,-23.168,150.922,2021,PmAd05_F04,PmAd05,F04
P.ad_5476,2021-04-09,P. maculatus,Adult,Middle Island,M3,Green,NA,420,-23.168,150.922,2021,PmAd05_F05,PmAd05,F05
P.ad_5477,2021-04-09,P. maculatus,Adult,Middle Island,M3,Green,NA,800,-23.168,150.922,2021,PmAd05_F06,PmAd05,F06
P.ad_5478,2021-04-09,P. maculatus,Adult,Middle Island,M3,Green,NA,490,-23.168,150.922,2021,PmAd05_F07,PmAd05,F07
P.ad_5479,2021-04-09,P. maculatus,Adult,Middle Island,M3,Green,NA,450,-23.168,150.922,2021,PmAd05_F08,PmAd05,F08
P.ad_5480,2021-04-09,P. maculatus,Adult,Middle Island,M3,Green,NA,800,-23.168,150.922,2021,PmAd05_F09,PmAd05,F09
P.ad_5481,2021-04-09,P. maculatus,Adult,Middle Island,M3,Green,NA,700,-23.168,150.922,2021,PmAd05_F10,PmAd05,F10
P.ad_5482,2021-04-09,P. maculatus,Adult,Clam Bay,CBL,Green,NA,280,-23.188,150.979,2021,PmAd05_F11,PmAd05,F11
P.ad_5483,2021-04-09,P. maculatus,Adult,Clam Bay,CBL,Green,NA,260,-23.188,150.979,2021,PmAd09_A08,PmAd09,A08
P.ad_5484,2021-04-09,P. maculatus,Adult,Clam Bay,CBL,Green,NA,620,-23.188,150.979,2021,PmAd09_A09,PmAd09,A09
P.ad_5485,2021-04-09,P. maculatus,Adult,Clam Bay,CBL,Green,NA,470,-23.188,150.979,2021,PmAd09_A10,PmAd09,A10
P.ad_5486,2021-04-09,P. maculatus,Adult,Clam Bay,CBL,Green,NA,450,-23.188,150.979,2021,PmAd09_A11,PmAd09,A11
P.ad_5487,2021-04-09,P. maculatus,Adult,Clam Bay,CBL,Green,NA,350,-23.188,150.979,2021,PmAd11_G04,PmAd11,G04
P.ad_5488,2021-04-09,P. maculatus,Adult,Clam Bay,CBL,Green,NA,550,-23.188,150.979,2021,PmAd05_G01,PmAd05,G01
P.ad_5489,2021-04-09,P. maculatus,Adult,Clam Bay,CBL,Green,NA,250,-23.188,150.979,2021,PmAd05_G02,PmAd05,G02
P.ad_5490,2021-04-09,P. maculatus,Adult,Clam Bay,CBL,Green,NA,700,-23.188,150.979,2021,PmAd09_A12,PmAd09,A12
P.ad_5491,2021-04-09,P. maculatus,Adult,Halfway Is Blue,H3,Blue,426,440,-23.201,150.966,2021,PmAd11_C05,PmAd11,C05
P.ad_5492,2021-04-08,P. maculatus,Adult,Wreck Bay,WBN,Blue,320,333,-23.176,150.987,2021,PmAd11_C06,PmAd11,C06
P.ad_5493,2021-04-09,P. maculatus,Adult,Clam Bay,CBL,Green,289,305,-23.188,150.979,2021,PmAd11_C07,PmAd11,C07
P.ad_5494,2021-04-08,P. maculatus,Adult,Clam Bay,GK5,Green,308,320,-23.188,150.979,2021,PmAd11_C08,PmAd11,C08
P.ad_5495,2021-04-08,P. maculatus,Adult,Clam Bay,CBL,Green,395,410,-23.188,150.979,2021,PmAd11_C09,PmAd11,C09
P.ad_5496,2021-04-10,P. maculatus,Adult,Egg Rock,E1,Green,NA,690,-23.2,151.101,2021,PmAd05_G03,PmAd05,G03
P.ad_5497,2021-04-10,P. maculatus,Adult,Egg Rock,E1,Green,NA,730,-23.2,151.101,2021,PmAd05_G04,PmAd05,G04
P.ad_5498,2021-04-10,P. maculatus,Adult,Egg Rock,E1,Green,NA,650,-23.2,151.101,2021,PmAd05_G05,PmAd05,G05
P.ad_5499,2021-04-10,P. maculatus,Adult,Egg Rock,E1,Green,NA,750,-23.2,151.101,2021,PmAd05_G06,PmAd05,G06
P.ad_5500,2021-04-10,P. maculatus,Adult,Egg Rock,E1,Green,NA,710,-23.2,151.101,2021,PmAd05_G07,PmAd05,G07
P.ad_5501,2021-04-10,P. maculatus,Adult,Egg Rock,E1,Green,NA,680,-23.2,151.101,2021,PmAd05_G08,PmAd05,G08
P.ad_5502,2021-04-10,P. maculatus,Adult,Egg Rock,E1,Green,NA,570,-23.2,151.101,2021,PmAd05_G09,PmAd05,G09
P.ad_5503,2021-04-10,P. maculatus,Adult,Egg Rock,E1,Green,NA,730,-23.2,151.101,2021,PmAd05_G10,PmAd05,G10
P.ad_5504,2021-04-10,P. maculatus,Adult,Egg Rock,E1,Green,NA,800,-23.2,151.101,2021,PmAd05_G11,PmAd05,G11
P.ad_5505,2021-04-10,P. maculatus,Adult,Egg Rock,E1,Green,NA,600,-23.2,151.101,2021,PmAd09_B01,PmAd09,B01
P.ad_5506,2021-04-10,P. maculatus,Adult,Egg Rock,E1,Green,NA,760,-23.2,151.101,2021,PmAd11_G05,PmAd11,G05
P.ad_5507,2021-04-10,P. maculatus,Adult,Egg Rock,E1,Green,NA,400,-23.2,151.101,2021,PmAd05_H01,PmAd05,H01
P.ad_5508,2021-04-10,P. maculatus,Adult,Egg Rock,E1,Green,NA,650,-23.2,151.101,2021,PmAd05_H02,PmAd05,H02
P.ad_5509,2021-04-10,P. maculatus,Adult,Egg Rock,E1,Green,NA,450,-23.2,151.101,2021,PmAd05_H03,PmAd05,H03
P.ad_5510,2021-04-10,P. maculatus,Adult,Egg Rock,E1,Green,NA,650,-23.2,151.101,2021,PmAd05_H04,PmAd05,H04
P.ad_5511,2021-04-10,P. maculatus,Adult,Egg Rock,E1,Green,NA,350,-23.2,151.101,2021,PmAd05_H05,PmAd05,H05
P.ad_5512,2021-04-10,P. maculatus,Adult,Egg Rock,E1,Green,NA,800,-23.2,151.101,2021,PmAd05_H06,PmAd05,H06
P.ad_5513,2021-04-10,P. maculatus,Adult,Egg Rock,E1,Green,NA,480,-23.2,151.101,2021,PmAd05_H07,PmAd05,H07
P.ad_5514,2021-04-10,P. maculatus,Adult,Egg Rock,E1,Green,NA,610,-23.2,151.101,2021,PmAd05_H08,PmAd05,H08
P.ad_5515,2021-04-10,P. maculatus,Adult,Egg Rock,E1,Green,NA,550,-23.2,151.101,2021,PmAd11_G03,PmAd11,G03
P.ad_5516,2021-04-10,P. maculatus,Adult,Egg Rock,E1,Green,NA,720,-23.2,151.101,2021,PmAd05_H10,PmAd05,H10
P.ad_5517,2021-04-10,P. maculatus,Adult,Egg Rock,E1,Green,NA,600,-23.2,151.101,2021,PmAd05_H11,PmAd05,H11
P.ad_5518,2021-04-10,P. maculatus,Adult,Egg Rock,E1,Green,NA,480,-23.2,151.101,2021,PmAd06_A01,PmAd06,A01
P.ad_5519,2021-04-10,P. maculatus,Adult,Egg Rock,E1,Green,NA,530,-23.2,151.101,2021,PmAd06_A02,PmAd06,A02
P.ad_5520,2021-04-10,P. maculatus,Adult,Egg Rock,E1,Green,NA,560,-23.2,151.101,2021,PmAd06_A03,PmAd06,A03
P.ad_5521,2021-04-10,P. maculatus,Adult,Egg Rock,E1,Green,NA,780,-23.2,151.101,2021,PmAd06_A04,PmAd06,A04
P.ad_5522,2021-04-10,P. maculatus,Adult,Egg Rock,E1,Green,NA,650,-23.2,151.101,2021,PmAd09_B02,PmAd09,B02
P.ad_5523,2021-04-10,P. maculatus,Adult,Egg Rock,E1,Green,NA,720,-23.2,151.101,2021,PmAd06_A05,PmAd06,A05
P.ad_5524,2021-04-10,P. maculatus,Adult,Egg Rock,E1,Green,NA,670,-23.2,151.101,2021,PmAd06_A06,PmAd06,A06
P.ad_5525,2021-04-10,P. maculatus,Adult,Egg Rock,E1,Green,NA,640,-23.2,151.101,2021,PmAd06_A07,PmAd06,A07
P.ad_5526,2021-04-10,P. maculatus,Adult,Egg Rock,E1,Green,NA,610,-23.2,151.101,2021,PmAd06_A08,PmAd06,A08
P.ad_5527,2021-04-10,P. maculatus,Adult,Egg Rock,E1,Green,NA,710,-23.2,151.101,2021,PmAd06_A09,PmAd06,A09
P.ad_5528,2021-04-10,P. maculatus,Adult,Egg Rock,E1,Green,NA,690,-23.2,151.101,2021,PmAd06_A10,PmAd06,A10
P.ad_5529,2021-04-10,P. maculatus,Adult,Egg Rock,E1,Green,NA,680,-23.2,151.101,2021,PmAd06_A11,PmAd06,A11
